                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     49,                 8.3833,                 11.095,                 6.8316,                      0,                      0,                      0,                      0,                 13.574,                  11.13,                 8.4167,             8.0008e-05,             8.0008e-05,             8.0008e-05
                     50,                 8.2514,                 11.042,                 6.4889,                      0,                      0,                      0,                      0,                 13.574,                  11.13,                 8.4167,              8.159e-05,              8.159e-05,              8.159e-05
                     51,                 8.2575,                 10.993,                 6.1607,                      0,                      0,                      0,                      0,                 13.576,                  11.13,                 8.4358,             8.3169e-05,             8.3169e-05,             8.3169e-05
                     52,                 7.4585,                 10.882,                 6.6323,                      0,                      0,                      0,                      0,                 13.576,                  11.13,                 8.4358,             8.4744e-05,             8.4744e-05,             8.4744e-05
                     53,                 8.6324,                 11.002,                 6.2922,                      0,                      0,                      0,                      0,                 13.576,                  11.13,                 8.4358,             8.6315e-05,             8.6315e-05,             8.6315e-05
                     54,                 7.4431,                 10.872,                 6.6001,                      0,                      0,                      0,                      0,                 13.579,                 11.138,                 8.4623,             8.7883e-05,             8.7883e-05,             8.7883e-05
                     55,                 7.6178,                 10.836,                  6.436,                      0,                      0,                      0,                      0,                 13.579,                 11.138,                 8.4623,             8.9448e-05,             8.9448e-05,             8.9448e-05
                     56,                  7.431,                 10.858,                 6.6893,                      0,                      0,                      0,                      0,                 13.579,                 11.138,                 8.4623,             9.1009e-05,             9.1009e-05,             9.1009e-05
                     57,                 7.3651,                 10.844,                 6.7491,                      0,                      0,                      0,                      0,                 13.582,                 11.137,                 8.4808,             9.2567e-05,             9.2567e-05,             9.2567e-05
                     58,                 7.9672,                  10.56,                 6.1693,                      0,                      0,                      0,                      0,                 13.582,                 11.137,                 8.4808,             9.4121e-05,             9.4121e-05,             9.4121e-05
                     59,                 6.6883,                 10.531,                 6.1651,                      0,                      0,                      0,                      0,                 13.582,                 11.137,                 8.4808,             9.5672e-05,             9.5672e-05,             9.5672e-05
                     60,                 6.5717,                 10.658,                 6.3263,                      0,                      0,                      0,                      0,                 13.584,                 11.143,                 8.4907,             9.7219e-05,             9.7219e-05,             9.7219e-05
                     61,                 7.4107,                  10.57,                 6.4323,                      0,                      0,                      0,                      0,                 13.584,                 11.143,                 8.4907,             9.8763e-05,             9.8763e-05,             9.8763e-05
                     62,                 6.7432,                 10.368,                 6.2747,                      0,                      0,                      0,                      0,                 13.584,                 11.143,                 8.4907,              0.0001003,              0.0001003,              0.0001003
                     63,                 7.0998,                 10.453,                 6.0912,                      0,                      0,                      0,                      0,                 13.584,                 11.148,                 8.4986,             0.00010184,             0.00010184,             0.00010184
                     64,                 7.5902,                 10.544,                  6.319,                      0,                      0,                      0,                      0,                 13.584,                 11.148,                 8.4986,             0.00010337,             0.00010337,             0.00010337
                     65,                 8.2054,                 10.396,                 5.7524,                      0,                      0,                      0,                      0,                 13.584,                 11.148,                 8.4986,              0.0001049,              0.0001049,              0.0001049
                     66,                 6.9034,                 10.188,                 6.0515,                      0,                      0,                      0,                      0,                 13.585,                 11.154,                  8.509,             0.00010643,             0.00010643,             0.00010643
                     67,                 6.6532,                 10.197,                 6.0457,                      0,                      0,                      0,                      0,                 13.585,                 11.154,                  8.509,             0.00010795,             0.00010795,             0.00010795
                     68,                 7.0357,                 10.194,                  6.011,                      0,                      0,                      0,                      0,                 13.585,                 11.154,                  8.509,             0.00010947,             0.00010947,             0.00010947
                     69,                 6.6729,                  10.17,                 6.1443,                      0,                      0,                      0,                      0,                 13.587,                 11.161,                 8.5186,             0.00011099,             0.00011099,             0.00011099
                     70,                  6.795,                 10.083,                 6.1279,                      0,                      0,                      0,                      0,                 13.587,                 11.161,                 8.5186,              0.0001125,              0.0001125,              0.0001125
                     71,                 6.3052,                 10.001,                 6.0481,                      0,                      0,                      0,                      0,                 13.587,                 11.161,                 8.5186,             0.00011401,             0.00011401,             0.00011401
                     72,                 6.4059,                  9.946,                 5.5769,                      0,                      0,                      0,                      0,                 13.588,                 11.168,                 8.5274,             0.00011552,             0.00011552,             0.00011552
                     73,                  6.377,                 9.7432,                 5.6719,                      0,                      0,                      0,                      0,                 13.588,                 11.168,                 8.5274,             0.00011702,             0.00011702,             0.00011702
                     74,                 6.1241,                 9.8154,                 5.7563,                      0,                      0,                      0,                      0,                 13.588,                 11.168,                 8.5274,             0.00011852,             0.00011852,             0.00011852
                     75,                 5.9732,                 9.7279,                 5.7972,                      0,                      0,                      0,                      0,                  13.59,                 11.175,                 8.5414,             0.00012001,             0.00012001,             0.00012001
                     76,                 6.9283,                 9.6364,                 5.6773,                      0,                      0,                      0,                      0,                  13.59,                 11.175,                 8.5414,              0.0001215,              0.0001215,              0.0001215
                     77,                 6.6108,                 9.5625,                 5.6987,                      0,                      0,                      0,                      0,                  13.59,                 11.175,                 8.5414,             0.00012299,             0.00012299,             0.00012299
                     78,                 5.4749,                 9.4235,                 5.7937,                      0,                      0,                      0,                      0,                 13.591,                 11.173,                 8.5514,             0.00012448,             0.00012448,             0.00012448
                     79,                 7.0514,                 9.2852,                 5.9832,                      0,                      0,                      0,                      0,                 13.591,                 11.173,                 8.5514,             0.00012596,             0.00012596,             0.00012596
                     80,                 6.1199,                 9.4374,                 5.8038,                      0,                      0,                      0,                      0,                 13.591,                 11.173,                 8.5514,             0.00012744,             0.00012744,             0.00012744
                     81,                 6.7831,                 9.4024,                 5.6886,                      0,                      0,                      0,                      0,                 13.592,                 11.188,                 8.5616,             0.00012891,             0.00012891,             0.00012891
                     82,                 6.0892,                 9.2077,                 5.6778,                      0,                      0,                      0,                      0,                 13.592,                 11.188,                 8.5616,             0.00013038,             0.00013038,             0.00013038
                     83,                 5.8479,                 9.0709,                 5.5861,                      0,                      0,                      0,                      0,                 13.592,                 11.188,                 8.5616,             0.00013185,             0.00013185,             0.00013185
                     84,                 6.3635,                 9.0292,                 5.4572,                      0,                      0,                      0,                      0,                 13.595,                 11.197,                 8.5767,             0.00013331,             0.00013331,             0.00013331
                     85,                 7.3848,                 9.1314,                 5.3693,                      0,                      0,                      0,                      0,                 13.595,                 11.197,                 8.5767,             0.00013478,             0.00013478,             0.00013478
                     86,                  6.003,                 9.0188,                 5.6201,                      0,                      0,                      0,                      0,                 13.595,                 11.197,                 8.5767,             0.00013623,             0.00013623,             0.00013623
                     87,                 6.3383,                 8.8074,                 5.2419,                      0,                      0,                      0,                      0,                 13.595,                 11.197,                 8.5767,             0.00013769,             0.00013769,             0.00013769
                     88,                 6.5479,                 8.9673,                 5.3557,                      0,                      0,                      0,                      0,                 13.598,                 11.208,                 8.6035,             0.00013914,             0.00013914,             0.00013914
                     89,                 6.6309,                 8.9442,                 5.4282,                      0,                      0,                      0,                      0,                 13.598,                 11.208,                 8.6035,             0.00014058,             0.00014058,             0.00014058
                     90,                 5.5456,                 8.6727,                 5.3835,                      0,                      0,                      0,                      0,                 13.598,                 11.208,                 8.6035,             0.00014203,             0.00014203,             0.00014203
                     91,                 5.2732,                 8.5763,                 5.4418,                      0,                      0,                      0,                      0,                 13.598,                 11.208,                 8.6035,             0.00014347,             0.00014347,             0.00014347
                     92,                 5.8677,                 8.9885,                 5.6806,                      0,                      0,                      0,                      0,                 13.604,                 11.227,                 8.6559,              0.0001449,              0.0001449,              0.0001449
                     93,                 6.9217,                 8.8519,                 5.7851,                      0,                      0,                      0,                      0,                 13.604,                 11.227,                 8.6559,             0.00014634,             0.00014634,             0.00014634
                     94,                  6.001,                  8.467,                 5.5799,                      0,                      0,                      0,                      0,                 13.604,                 11.227,                 8.6559,             0.00014777,             0.00014777,             0.00014777
                     95,                 5.9952,                 8.6267,                 5.3611,                      0,                      0,                      0,                      0,                 13.604,                 11.227,                 8.6559,             0.00014919,             0.00014919,             0.00014919
                     96,                 5.9111,                  8.677,                 5.7513,                      0,                      0,                      0,                      0,                 13.609,                 11.237,                 8.7093,             0.00015061,             0.00015061,             0.00015061
                     97,                 6.2143,                 8.5336,                 5.4926,                      0,                      0,                      0,                      0,                 13.609,                 11.237,                 8.7093,             0.00015203,             0.00015203,             0.00015203
                     98,                 5.5376,                 8.4742,                  5.479,                      0,                      0,                      0,                      0,                 13.609,                 11.237,                 8.7093,             0.00015345,             0.00015345,             0.00015345
                     99,                 5.7839,                 8.3291,                 5.4143,                      0,                      0,                      0,                      0,                 13.609,                 11.237,                 8.7093,             0.00015486,             0.00015486,             0.00015486
                    100,                 6.1442,                  8.451,                 5.3278,                      0,                      0,                      0,                      0,                 13.616,                 11.252,                 8.7695,             0.00015627,             0.00015627,             0.00015627
                    101,                 5.7196,                 8.1535,                 5.0471,                      0,                      0,                      0,                      0,                 13.616,                 11.252,                 8.7695,             0.00015767,             0.00015767,             0.00015767
                    102,                 6.2434,                 8.1746,                 5.0839,                      0,                      0,                      0,                      0,                 13.616,                 11.252,                 8.7695,              0.0001575,              0.0001575,              0.0001575
                    103,                 6.1507,                 8.2425,                 5.0088,                      0,                      0,                      0,                      0,                 13.616,                 11.252,                 8.7695,             0.00015733,             0.00015733,             0.00015733
                    104,                 5.4364,                 8.0879,                 5.2992,                      0,                      0,                      0,                      0,                  13.62,                  11.27,                 8.8101,             0.00015716,             0.00015716,             0.00015716
                    105,                 5.9335,                 7.8323,                 5.0265,                      0,                      0,                      0,                      0,                  13.62,                  11.27,                 8.8101,             0.00015698,             0.00015698,             0.00015698
                    106,                 5.5034,                 8.2528,                 5.2819,                      0,                      0,                      0,                      0,                  13.62,                  11.27,                 8.8101,             0.00015681,             0.00015681,             0.00015681
                    107,                 6.0274,                 8.0551,                  4.921,                      0,                      0,                      0,                      0,                  13.62,                  11.27,                 8.8101,             0.00015664,             0.00015664,             0.00015664
                    108,                 6.0451,                 7.8713,                 5.1898,                      0,                      0,                      0,                      0,                 13.616,                 11.273,                 8.7858,             0.00015646,             0.00015646,             0.00015646
                    109,                 5.3943,                 7.8973,                 5.2839,                      0,                      0,                      0,                      0,                 13.616,                 11.273,                 8.7858,             0.00015629,             0.00015629,             0.00015629
                    110,                 6.1076,                 7.9452,                 5.0043,                      0,                      0,                      0,                      0,                 13.616,                 11.273,                 8.7858,             0.00015612,             0.00015612,             0.00015612
                    111,                 5.3946,                 7.7845,                 5.0375,                      0,                      0,                      0,                      0,                 13.616,                 11.273,                 8.7858,             0.00015594,             0.00015594,             0.00015594
                    112,                 6.0621,                 7.9527,                 5.2665,                      0,                      0,                      0,                      0,                  13.61,                 11.287,                 8.7444,             0.00015577,             0.00015577,             0.00015577
                    113,                 5.6755,                 7.7003,                   4.85,                      0,                      0,                      0,                      0,                  13.61,                 11.287,                 8.7444,              0.0001556,              0.0001556,              0.0001556
                    114,                 5.5351,                 7.6519,                 5.2926,                      0,                      0,                      0,                      0,                  13.61,                 11.287,                 8.7444,             0.00015542,             0.00015542,             0.00015542
                    115,                 6.5133,                 7.7783,                 4.8578,                      0,                      0,                      0,                      0,                  13.61,                 11.287,                 8.7444,             0.00015525,             0.00015525,             0.00015525
                    116,                 5.3121,                 7.6824,                 5.2645,                      0,                      0,                      0,                      0,                 13.605,                 11.294,                 8.7024,             0.00015508,             0.00015508,             0.00015508
                    117,                 6.2039,                 7.6745,                 4.7317,                      0,                      0,                      0,                      0,                 13.605,                 11.294,                 8.7024,              0.0001549,              0.0001549,              0.0001549
                    118,                 5.3986,                 7.4344,                 5.0234,                      0,                      0,                      0,                      0,                 13.605,                 11.294,                 8.7024,             0.00015473,             0.00015473,             0.00015473
                    119,                  5.627,                 7.5032,                 4.9478,                      0,                      0,                      0,                      0,                 13.605,                 11.294,                 8.7024,             0.00015456,             0.00015456,             0.00015456
                    120,                  5.455,                 7.4056,                 4.8093,                      0,                      0,                      0,                      0,                 13.604,                 11.297,                 8.6815,             0.00015438,             0.00015438,             0.00015438
                    121,                 6.8226,                 7.5243,                 4.9005,                      0,                      0,                      0,                      0,                 13.604,                 11.297,                 8.6815,             0.00015421,             0.00015421,             0.00015421
                    122,                 5.8808,                  7.254,                 4.6036,                      0,                      0,                      0,                      0,                 13.604,                 11.297,                 8.6815,             0.00015404,             0.00015404,             0.00015404
                    123,                 6.4442,                 7.4219,                 4.6971,                      0,                      0,                      0,                      0,                 13.604,                 11.297,                 8.6815,             0.00015386,             0.00015386,             0.00015386
                    124,                 5.4719,                 7.2282,                  4.521,                      0,                      0,                      0,                      0,                 13.601,                 11.295,                 8.6501,             0.00015369,             0.00015369,             0.00015369
                    125,                 6.6547,                  7.416,                 4.7047,                      0,                      0,                      0,                      0,                 13.601,                 11.295,                 8.6501,             0.00015352,             0.00015352,             0.00015352
                    126,                 5.3348,                 7.1748,                 4.9543,                      0,                      0,                      0,                      0,                 13.601,                 11.295,                 8.6501,             0.00015334,             0.00015334,             0.00015334
                    127,                 5.6618,                 7.0891,                 4.6771,                      0,                      0,                      0,                      0,                 13.601,                 11.295,                 8.6501,             0.00015317,             0.00015317,             0.00015317
                    128,                 5.3545,                 7.1361,                 4.8714,                      0,                      0,                      0,                      0,                 13.595,                 11.291,                 8.5943,               0.000153,               0.000153,               0.000153
                    129,                 6.3006,                 6.9775,                 4.3852,                      0,                      0,                      0,                      0,                 13.595,                 11.291,                 8.5943,             0.00015282,             0.00015282,             0.00015282
                    130,                 5.7527,                 7.0419,                 4.7897,                      0,                      0,                      0,                      0,                 13.595,                 11.291,                 8.5943,             0.00015265,             0.00015265,             0.00015265
                    131,                 5.4265,                 7.1187,                 4.9496,                      0,                      0,                      0,                      0,                 13.595,                 11.291,                 8.5943,             0.00015248,             0.00015248,             0.00015248
                    132,                 5.0055,                 7.0163,                 4.7231,                      0,                      0,                      0,                      0,                 13.584,                 11.286,                 8.5095,              0.0001523,              0.0001523,              0.0001523
                    133,                 5.0077,                 6.8331,                 4.7157,                      0,                      0,                      0,                      0,                 13.584,                 11.286,                 8.5095,             0.00015213,             0.00015213,             0.00015213
