                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                 3.6679,                 3.0463,                 4.0742,                0.79793,                0.45815,                0.63985,                0.31185,                 3.9462,                 3.5674,                 3.6044,              0.0012125,              0.0012125,              0.0012125
                    155,                  3.951,                 2.7862,                  3.402,                0.79793,                0.45815,                0.63985,                0.31185,                 3.9462,                 3.5674,                 3.6044,              0.0012111,              0.0012111,              0.0012111
                    156,                 3.8209,                 2.4674,                 3.0076,                0.76954,                0.47509,                 0.6585,                0.31521,                 3.7203,                 3.4765,                 3.5337,              0.0012097,              0.0012097,              0.0012097
                    157,                 3.2553,                 2.8323,                 3.8073,                0.76954,                0.47509,                 0.6585,                0.31521,                 3.7203,                 3.4765,                 3.5337,              0.0012083,              0.0012083,              0.0012083
                    158,                 3.8017,                 2.6547,                  3.045,                0.76954,                0.47509,                 0.6585,                0.31521,                 3.7203,                 3.4765,                 3.5337,              0.0012069,              0.0012069,              0.0012069
                    159,                 3.3859,                 2.4801,                  3.158,                0.76954,                0.47509,                 0.6585,                0.31521,                 3.7203,                 3.4765,                 3.5337,              0.0012055,              0.0012055,              0.0012055
                    160,                 3.6164,                 2.5121,                 3.4753,                0.54787,                0.43921,                0.61214,                0.26025,                 3.8521,                 3.3839,                 3.6489,              0.0012041,              0.0012041,              0.0012041
                    161,                 3.5548,                 2.4868,                 3.3253,                0.54787,                0.43921,                0.61214,                0.26025,                 3.8521,                 3.3839,                 3.6489,              0.0012026,              0.0012026,              0.0012026
                    162,                 3.8977,                 3.7604,                 4.8663,                0.54787,                0.43921,                0.61214,                0.26025,                 3.8521,                 3.3839,                 3.6489,              0.0012012,              0.0012012,              0.0012012
                    163,                 3.7422,                 2.8958,                 3.7432,                0.54787,                0.43921,                0.61214,                0.26025,                 3.8521,                 3.3839,                 3.6489,              0.0011998,              0.0011998,              0.0011998
                    164,                 3.5042,                 3.0126,                 4.1162,                0.57919,                0.41658,                0.60733,                0.29316,                 3.8185,                 2.9946,                 3.5518,              0.0011984,              0.0011984,              0.0011984
                    165,                 3.9438,                 2.9703,                 3.0337,                0.57919,                0.41658,                0.60733,                0.29316,                 3.8185,                 2.9946,                 3.5518,               0.001197,               0.001197,               0.001197
                    166,                 3.6135,                  2.723,                 3.4635,                0.57919,                0.41658,                0.60733,                0.29316,                 3.8185,                 2.9946,                 3.5518,              0.0011956,              0.0011956,              0.0011956
                    167,                 4.6637,                 3.3697,                 2.9692,                0.57919,                0.41658,                0.60733,                0.29316,                 3.8185,                 2.9946,                 3.5518,              0.0011942,              0.0011942,              0.0011942
                    168,                 3.2842,                 2.2638,                 2.8365,                0.66157,                0.58132,                0.67323,                0.29722,                 3.7992,                 2.7533,                 3.5545,              0.0011927,              0.0011927,              0.0011927
                    169,                 3.6125,                 3.0598,                 3.9635,                0.66157,                0.58132,                0.67323,                0.29722,                 3.7992,                 2.7533,                 3.5545,              0.0011913,              0.0011913,              0.0011913
                    170,                 3.7377,                 2.5368,                 3.2873,                0.66157,                0.58132,                0.67323,                0.29722,                 3.7992,                 2.7533,                 3.5545,              0.0011899,              0.0011899,              0.0011899
                    171,                 3.4828,                 2.3089,                 2.9906,                0.66157,                0.58132,                0.67323,                0.29722,                 3.7992,                 2.7533,                 3.5545,              0.0011885,              0.0011885,              0.0011885
                    172,                 3.6183,                   2.33,                 3.3045,                0.57931,                0.64036,                0.67136,                0.31767,                 3.7708,                 2.5261,                 3.4008,              0.0011871,              0.0011871,              0.0011871
                    173,                 3.7622,                 2.5347,                 2.9897,                0.57931,                0.64036,                0.67136,                0.31767,                 3.7708,                 2.5261,                 3.4008,              0.0011857,              0.0011857,              0.0011857
                    174,                 3.8746,                 2.5216,                 2.9362,                0.57931,                0.64036,                0.67136,                0.31767,                 3.7708,                 2.5261,                 3.4008,              0.0011843,              0.0011843,              0.0011843
                    175,                 4.2098,                 2.5378,                 2.8573,                0.57931,                0.64036,                0.67136,                0.31767,                 3.7708,                 2.5261,                 3.4008,              0.0011828,              0.0011828,              0.0011828
                    176,                 4.1315,                 3.9176,                 4.7185,                 0.6459,                0.73937,                0.79084,                0.37892,                 3.5511,                 2.4059,                 3.2328,              0.0011814,              0.0011814,              0.0011814
                    177,                 3.4691,                 2.5837,                 3.0324,                 0.6459,                0.73937,                0.79084,                0.37892,                 3.5511,                 2.4059,                 3.2328,                0.00118,                0.00118,                0.00118
                    178,                 3.4671,                 2.8832,                 3.7839,                 0.6459,                0.73937,                0.79084,                0.37892,                 3.5511,                 2.4059,                 3.2328,              0.0011786,              0.0011786,              0.0011786
                    179,                 3.4205,                 2.4105,                 2.9571,                 0.6459,                0.73937,                0.79084,                0.37892,                 3.5511,                 2.4059,                 3.2328,              0.0011772,              0.0011772,              0.0011772
                    180,                 3.5492,                 2.7929,                 3.3297,                0.62634,                0.76969,                0.83948,                0.43366,                 3.2749,                 2.3362,                 3.1006,              0.0011758,              0.0011758,              0.0011758
                    181,                 3.1673,                 2.3958,                 2.9636,                0.62634,                0.76969,                0.83948,                0.43366,                 3.2749,                 2.3362,                 3.1006,              0.0011744,              0.0011744,              0.0011744
                    182,                 3.2347,                 2.3675,                  2.853,                0.62634,                0.76969,                0.83948,                0.43366,                 3.2749,                 2.3362,                 3.1006,              0.0011729,              0.0011729,              0.0011729
                    183,                 3.9128,                  2.597,                 3.5145,                0.62634,                0.76969,                0.83948,                0.43366,                 3.2749,                 2.3362,                 3.1006,              0.0011715,              0.0011715,              0.0011715
                    184,                 3.8572,                 2.1416,                 2.8153,                0.57512,                0.74493,                0.84525,                0.44896,                 3.2626,                  2.519,                 3.1298,              0.0011701,              0.0011701,              0.0011701
                    185,                 3.6761,                 2.6322,                 3.3208,                0.57512,                0.74493,                0.84525,                0.44896,                 3.2626,                  2.519,                 3.1298,              0.0011687,              0.0011687,              0.0011687
                    186,                 3.8082,                 2.7142,                 3.5354,                0.57512,                0.74493,                0.84525,                0.44896,                 3.2626,                  2.519,                 3.1298,              0.0011673,              0.0011673,              0.0011673
                    187,                 3.2799,                 2.5396,                 2.9692,                0.57512,                0.74493,                0.84525,                0.44896,                 3.2626,                  2.519,                 3.1298,              0.0011659,              0.0011659,              0.0011659
                    188,                 3.3548,                 2.2956,                 3.2258,                 0.6862,                0.69942,                0.86726,                0.45237,                 3.2157,                 2.2168,                  3.089,              0.0011644,              0.0011644,              0.0011644
                    189,                 3.5438,                  2.361,                  2.964,                 0.6862,                0.69942,                0.86726,                0.45237,                 3.2157,                 2.2168,                  3.089,               0.001163,               0.001163,               0.001163
                    190,                 3.1645,                 2.4113,                 3.0644,                 0.6862,                0.69942,                0.86726,                0.45237,                 3.2157,                 2.2168,                  3.089,              0.0011616,              0.0011616,              0.0011616
                    191,                 3.6105,                 2.4309,                 2.7577,                 0.6862,                0.69942,                0.86726,                0.45237,                 3.2157,                 2.2168,                  3.089,              0.0011602,              0.0011602,              0.0011602
                    192,                 3.3418,                 2.4292,                 3.3423,                0.73609,                0.75908,                0.85828,                0.45535,                 3.1936,                  2.061,                 3.1262,              0.0011588,              0.0011588,              0.0011588
                    193,                 3.6634,                 2.2832,                 3.3064,                0.73609,                0.75908,                0.85828,                0.45535,                 3.1936,                  2.061,                 3.1262,              0.0011574,              0.0011574,              0.0011574
                    194,                  3.247,                 2.2356,                 2.7104,                0.73609,                0.75908,                0.85828,                0.45535,                 3.1936,                  2.061,                 3.1262,               0.001156,               0.001156,               0.001156
                    195,                 3.2716,                 2.5812,                 3.4647,                0.73609,                0.75908,                0.85828,                0.45535,                 3.1936,                  2.061,                 3.1262,              0.0011545,              0.0011545,              0.0011545
                    196,                 3.6189,                 2.6879,                 3.1103,                0.65651,                0.84423,                0.87499,                0.45607,                 3.2358,                 2.1157,                 3.1644,              0.0011531,              0.0011531,              0.0011531
                    197,                  3.386,                 2.1518,                 2.8033,                0.65651,                0.84423,                0.87499,                0.45607,                 3.2358,                 2.1157,                 3.1644,              0.0011517,              0.0011517,              0.0011517
                    198,                 3.2066,                 2.4677,                 3.2891,                0.65651,                0.84423,                0.87499,                0.45607,                 3.2358,                 2.1157,                 3.1644,              0.0011503,              0.0011503,              0.0011503
                    199,                 3.1499,                 2.1928,                 2.9478,                0.65651,                0.84423,                0.87499,                0.45607,                 3.2358,                 2.1157,                 3.1644,              0.0011489,              0.0011489,              0.0011489
                    200,                 3.2397,                  2.065,                 2.9004,                0.71377,                0.90147,                0.87519,                 0.4393,                 3.3755,                 2.0232,                 3.2297,              0.0011475,              0.0011475,              0.0011475
                    201,                 3.2145,                 2.0992,                 2.7234,                0.71377,                0.90147,                0.87519,                 0.4393,                 3.3755,                 2.0232,                 3.2297,              0.0011461,              0.0011461,              0.0011461
                    202,                 3.3999,                 2.7107,                 3.3701,                0.71377,                0.90147,                0.87519,                 0.4393,                 3.3755,                 2.0232,                 3.2297,              0.0011446,              0.0011446,              0.0011446
                    203,                 3.2182,                 2.1956,                 3.0854,                0.71377,                0.90147,                0.87519,                 0.4393,                 3.3755,                 2.0232,                 3.2297,              0.0011432,              0.0011432,              0.0011432
                    204,                 3.2652,                 2.1469,                 2.8851,                0.79715,                0.79391,                0.86273,                0.47763,                 3.2445,                 1.9398,                 3.1535,              0.0011418,              0.0011418,              0.0011418
                    205,                 3.6168,                 2.0141,                 2.6794,                0.79715,                0.79391,                0.86273,                0.47763,                 3.2445,                 1.9398,                 3.1535,              0.0011404,              0.0011404,              0.0011404
                    206,                 3.3176,                 2.0994,                 2.7271,                0.79715,                0.79391,                0.86273,                0.47763,                 3.2445,                 1.9398,                 3.1535,               0.001139,               0.001139,               0.001139
                    207,                 3.3698,                 1.9643,                 2.8309,                0.79715,                0.79391,                0.86273,                0.47763,                 3.2445,                 1.9398,                 3.1535,              0.0011376,              0.0011376,              0.0011376
                    208,                 3.2277,                 1.9179,                 2.6715,                0.70477,                0.81156,                0.85137,                0.47339,                 3.1239,                 2.0326,                 3.0989,              0.0011362,              0.0011362,              0.0011362
                    209,                 3.5081,                 2.2989,                   2.89,                0.70477,                0.81156,                0.85137,                0.47339,                 3.1239,                 2.0326,                 3.0989,              0.0011347,              0.0011347,              0.0011347
                    210,                 3.4346,                 2.1139,                 2.9333,                0.70477,                0.81156,                0.85137,                0.47339,                 3.1239,                 2.0326,                 3.0989,              0.0011333,              0.0011333,              0.0011333
                    211,                 3.5166,                 2.5589,                 3.3116,                0.70477,                0.81156,                0.85137,                0.47339,                 3.1239,                 2.0326,                 3.0989,              0.0011319,              0.0011319,              0.0011319
                    212,                 3.1051,                 2.2353,                 2.9903,                0.72837,                0.77906,                 0.8758,                0.49089,                 3.0581,                 2.0031,                 2.9886,              0.0011305,              0.0011305,              0.0011305
                    213,                 3.2486,                 2.0096,                 2.6912,                0.72837,                0.77906,                 0.8758,                0.49089,                 3.0581,                 2.0031,                 2.9886,              0.0011291,              0.0011291,              0.0011291
                    214,                 3.6103,                  2.265,                 2.7382,                0.72837,                0.77906,                 0.8758,                0.49089,                 3.0581,                 2.0031,                 2.9886,              0.0011277,              0.0011277,              0.0011277
                    215,                 3.5728,                 2.5509,                  3.117,                0.72837,                0.77906,                 0.8758,                0.49089,                 3.0581,                 2.0031,                 2.9886,              0.0011263,              0.0011263,              0.0011263
                    216,                  3.282,                 2.4975,                  2.896,                0.75658,                0.84873,                0.93841,                0.50404,                 3.2566,                 1.9948,                 3.1461,              0.0011248,              0.0011248,              0.0011248
                    217,                 3.2145,                 2.0048,                 2.5541,                0.75658,                0.84873,                0.93841,                0.50404,                 3.2566,                 1.9948,                 3.1461,              0.0011234,              0.0011234,              0.0011234
                    218,                 3.3054,                 2.3706,                 3.5915,                0.75658,                0.84873,                0.93841,                0.50404,                 3.2566,                 1.9948,                 3.1461,               0.001122,               0.001122,               0.001122
                    219,                 3.6481,                 2.2573,                 3.1159,                0.75658,                0.84873,                0.93841,                0.50404,                 3.2566,                 1.9948,                 3.1461,              0.0011206,              0.0011206,              0.0011206
                    220,                  3.295,                 1.9971,                 2.8158,                0.86312,                0.66523,                 0.9369,                0.49289,                 3.2308,                 1.9807,                 3.0878,              0.0011192,              0.0011192,              0.0011192
                    221,                 3.3086,                 2.2119,                 3.1789,                0.86312,                0.66523,                 0.9369,                0.49289,                 3.2308,                 1.9807,                 3.0878,              0.0011178,              0.0011178,              0.0011178
                    222,                 3.2247,                 1.9257,                  2.694,                0.86312,                0.66523,                 0.9369,                0.49289,                 3.2308,                 1.9807,                 3.0878,              0.0011163,              0.0011163,              0.0011163
                    223,                 3.0827,                 2.2444,                 3.0707,                0.86312,                0.66523,                 0.9369,                0.49289,                 3.2308,                 1.9807,                 3.0878,              0.0011149,              0.0011149,              0.0011149
                    224,                  3.309,                 2.2422,                 2.8996,                0.85774,                0.80575,                0.92811,                0.48336,                 3.3507,                 1.8784,                 3.1459,              0.0011135,              0.0011135,              0.0011135
                    225,                 3.4293,                  1.976,                 2.9407,                0.85774,                0.80575,                0.92811,                0.48336,                 3.3507,                 1.8784,                 3.1459,              0.0011121,              0.0011121,              0.0011121
                    226,                 3.7776,                 2.4117,                  3.881,                0.85774,                0.80575,                0.92811,                0.48336,                 3.3507,                 1.8784,                 3.1459,              0.0011107,              0.0011107,              0.0011107
                    227,                 3.2749,                 2.0886,                 3.1644,                0.85774,                0.80575,                0.92811,                0.48336,                 3.3507,                 1.8784,                 3.1459,              0.0011093,              0.0011093,              0.0011093
                    228,                  3.627,                 2.7434,                 3.9419,                0.79068,                 0.7861,                0.91318,                0.50041,                 3.2739,                 1.8851,                 3.0363,              0.0011079,              0.0011079,              0.0011079
                    229,                 3.2571,                 1.9141,                 2.8554,                0.79068,                 0.7861,                0.91318,                0.50041,                 3.2739,                 1.8851,                 3.0363,              0.0011064,              0.0011064,              0.0011064
                    230,                 3.3154,                 1.9609,                 2.6639,                0.79068,                 0.7861,                0.91318,                0.50041,                 3.2739,                 1.8851,                 3.0363,               0.001105,               0.001105,               0.001105
                    231,                 3.2036,                 1.9387,                 2.8655,                0.79068,                 0.7861,                0.91318,                0.50041,                 3.2739,                 1.8851,                 3.0363,              0.0011036,              0.0011036,              0.0011036
                    232,                  3.197,                 2.0851,                 3.0824,                0.82899,                0.79462,                  0.909,                0.51962,                 3.0644,                 1.8801,                 2.9388,              0.0011022,              0.0011022,              0.0011022
                    233,                 3.1238,                 2.3029,                 3.3237,                0.82899,                0.79462,                  0.909,                0.51962,                 3.0644,                 1.8801,                 2.9388,              0.0011008,              0.0011008,              0.0011008
                    234,                 3.3131,                 2.4247,                 3.7361,                0.82899,                0.79462,                  0.909,                0.51962,                 3.0644,                 1.8801,                 2.9388,              0.0010994,              0.0010994,              0.0010994
                    235,                 3.9849,                 2.4022,                 3.0192,                0.82899,                0.79462,                  0.909,                0.51962,                 3.0644,                 1.8801,                 2.9388,               0.001098,               0.001098,               0.001098
                    236,                 3.2344,                 2.2866,                 3.3498,                0.78958,                0.78454,                0.90546,                0.50778,                 3.2156,                 1.7939,                 2.9889,              0.0010965,              0.0010965,              0.0010965
                    237,                 3.5091,                 1.9408,                 2.7908,                0.78958,                0.78454,                0.90546,                0.50778,                 3.2156,                 1.7939,                 2.9889,              0.0010951,              0.0010951,              0.0010951
                    238,                 3.2752,                 1.9562,                 2.8193,                0.78958,                0.78454,                0.90546,                0.50778,                 3.2156,                 1.7939,                 2.9889,              0.0010937,              0.0010937,              0.0010937
                    239,                 3.3761,                 1.9094,                  2.822,                0.78958,                0.78454,                0.90546,                0.50778,                 3.2156,                 1.7939,                 2.9889,              0.0010923,              0.0010923,              0.0010923
                    240,                 3.5179,                 1.9137,                 2.6056,                0.83847,                0.72033,                0.89973,                0.53991,                 2.8938,                 1.9203,                 2.8402,              0.0010909,              0.0010909,              0.0010909
                    241,                 3.2544,                 2.0962,                 3.1392,                0.83847,                0.72033,                0.89973,                0.53991,                 2.8938,                 1.9203,                 2.8402,              0.0010895,              0.0010895,              0.0010895
                    242,                 3.5276,                  2.135,                 3.1788,                0.83847,                0.72033,                0.89973,                0.53991,                 2.8938,                 1.9203,                 2.8402,              0.0010881,              0.0010881,              0.0010881
                    243,                  3.194,                  1.713,                 2.6351,                0.83847,                0.72033,                0.89973,                0.53991,                 2.8938,                 1.9203,                 2.8402,              0.0010866,              0.0010866,              0.0010866
                    244,                 3.0798,                 1.9392,                 2.8314,                0.62753,                0.84051,                0.80945,                0.43459,                 3.2551,                 2.1701,                 3.0804,              0.0010852,              0.0010852,              0.0010852
                    245,                 3.7838,                 2.3281,                 3.2977,                0.62753,                0.84051,                0.80945,                0.43459,                 3.2551,                 2.1701,                 3.0804,              0.0010838,              0.0010838,              0.0010838
                    246,                 3.4853,                 2.0591,                 2.8042,                0.62753,                0.84051,                0.80945,                0.43459,                 3.2551,                 2.1701,                 3.0804,              0.0010824,              0.0010824,              0.0010824
                    247,                 3.8171,                 2.4106,                 3.6833,                0.62753,                0.84051,                0.80945,                0.43459,                 3.2551,                 2.1701,                 3.0804,               0.001081,               0.001081,               0.001081
                    248,                 3.4879,                 2.2578,                 3.0085,                0.73251,                0.72747,                 0.8119,                0.43597,                 3.3553,                 2.2326,                  3.169,              0.0010796,              0.0010796,              0.0010796
                    249,                  3.271,                  1.807,                 2.6806,                0.73251,                0.72747,                 0.8119,                0.43597,                 3.3553,                 2.2326,                  3.169,              0.0010782,              0.0010782,              0.0010782
                    250,                 3.6654,                 2.4556,                 3.4775,                0.73251,                0.72747,                 0.8119,                0.43597,                 3.3553,                 2.2326,                  3.169,              0.0010767,              0.0010767,              0.0010767
                    251,                 3.3173,                 1.9324,                 2.7807,                0.73251,                0.72747,                 0.8119,                0.43597,                 3.3553,                 2.2326,                  3.169,              0.0010753,              0.0010753,              0.0010753
                    252,                 3.4855,                 2.4455,                 3.2458,                0.68806,                0.71039,                0.81331,                0.42235,                 3.4967,                 2.2941,                 3.1871,              0.0010739,              0.0010739,              0.0010739
                    253,                  2.925,                 2.0286,                 2.8397,                0.68806,                0.71039,                0.81331,                0.42235,                 3.4967,                 2.2941,                 3.1871,              0.0010725,              0.0010725,              0.0010725
                    254,                 3.2892,                 2.4393,                 3.5185,                0.68806,                0.71039,                0.81331,                0.42235,                 3.4967,                 2.2941,                 3.1871,              0.0010711,              0.0010711,              0.0010711
                    255,                 3.3832,                 2.3993,                 3.2233,                0.68806,                0.71039,                0.81331,                0.42235,                 3.4967,                 2.2941,                 3.1871,              0.0010697,              0.0010697,              0.0010697
                    256,                 3.5865,                  1.962,                 2.6601,                0.77114,                0.74181,                0.83332,                0.36759,                 3.8367,                 2.1328,                 3.3324,              0.0010682,              0.0010682,              0.0010682
                    257,                 3.4038,                 2.2357,                 3.5349,                0.77114,                0.74181,                0.83332,                0.36759,                 3.8367,                 2.1328,                 3.3324,              0.0010668,              0.0010668,              0.0010668
                    258,                 3.3707,                 2.0009,                 2.9245,                0.77114,                0.74181,                0.83332,                0.36759,                 3.8367,                 2.1328,                 3.3324,              0.0010654,              0.0010654,              0.0010654
                    259,                 3.1945,                 1.8264,                 2.5898,                0.77114,                0.74181,                0.83332,                0.36759,                 3.8367,                 2.1328,                 3.3324,               0.001064,               0.001064,               0.001064
                    260,                 3.4395,                 3.2278,                 4.2828,                0.79384,                0.77184,                0.90425,                0.40801,                 3.4815,                 1.9183,                 3.1043,              0.0010626,              0.0010626,              0.0010626
                    261,                 3.3938,                 2.5456,                 3.9694,                0.79384,                0.77184,                0.90425,                0.40801,                 3.4815,                 1.9183,                 3.1043,              0.0010612,              0.0010612,              0.0010612
                    262,                 3.3685,                 1.9456,                 2.7196,                0.79384,                0.77184,                0.90425,                0.40801,                 3.4815,                 1.9183,                 3.1043,              0.0010598,              0.0010598,              0.0010598
                    263,                 3.3627,                 2.0733,                 2.7596,                0.79384,                0.77184,                0.90425,                0.40801,                 3.4815,                 1.9183,                 3.1043,              0.0010583,              0.0010583,              0.0010583
                    264,                 3.2937,                 2.3267,                 3.4374,                 0.7998,                0.71362,                0.87238,                0.38896,                  3.458,                 2.0059,                 3.1666,              0.0010569,              0.0010569,              0.0010569
                    265,                 3.4876,                 2.5445,                 3.4523,                 0.7998,                0.71362,                0.87238,                0.38896,                  3.458,                 2.0059,                 3.1666,              0.0010555,              0.0010555,              0.0010555
                    266,                 3.4716,                 2.3571,                  2.966,                 0.7998,                0.71362,                0.87238,                0.38896,                  3.458,                 2.0059,                 3.1666,              0.0010541,              0.0010541,              0.0010541
                    267,                 3.2637,                 2.1021,                 3.1256,                 0.7998,                0.71362,                0.87238,                0.38896,                  3.458,                 2.0059,                 3.1666,              0.0010527,              0.0010527,              0.0010527
                    268,                 2.8908,                 1.7181,                 2.5895,                0.82849,                0.73836,                0.87172,                0.44228,                 3.3141,                 1.9466,                 3.0443,              0.0010513,              0.0010513,              0.0010513
                    269,                 3.3615,                  2.052,                 2.7733,                0.82849,                0.73836,                0.87172,                0.44228,                 3.3141,                 1.9466,                 3.0443,              0.0010499,              0.0010499,              0.0010499
                    270,                  3.189,                 2.0226,                 3.1254,                0.82849,                0.73836,                0.87172,                0.44228,                 3.3141,                 1.9466,                 3.0443,              0.0010484,              0.0010484,              0.0010484
                    271,                  3.276,                  2.049,                 3.0313,                0.82849,                0.73836,                0.87172,                0.44228,                 3.3141,                 1.9466,                 3.0443,               0.001047,               0.001047,               0.001047
                    272,                 3.4403,                 1.8466,                 2.9192,                0.77198,                0.70163,                 0.8567,                0.46423,                 3.1943,                 1.9496,                 3.0098,              0.0010456,              0.0010456,              0.0010456
                    273,                 3.2169,                 1.8068,                 2.5297,                0.77198,                0.70163,                 0.8567,                0.46423,                 3.1943,                 1.9496,                 3.0098,              0.0010442,              0.0010442,              0.0010442
                    274,                 3.0752,                 1.9684,                 2.7642,                0.77198,                0.70163,                 0.8567,                0.46423,                 3.1943,                 1.9496,                 3.0098,              0.0010428,              0.0010428,              0.0010428
                    275,                 3.0877,                 1.7362,                 2.5904,                0.77198,                0.70163,                 0.8567,                0.46423,                 3.1943,                 1.9496,                 3.0098,              0.0010414,              0.0010414,              0.0010414
                    276,                 3.0882,                 1.9933,                 3.1007,                0.91554,                0.68218,                0.87299,                0.50458,                 3.0455,                 1.8212,                 2.9383,                0.00104,                0.00104,                0.00104
                    277,                 3.7864,                 2.0266,                  2.476,                0.91554,                0.68218,                0.87299,                0.50458,                 3.0455,                 1.8212,                 2.9383,              0.0010385,              0.0010385,              0.0010385
                    278,                 3.2612,                 2.0382,                  2.753,                0.91554,                0.68218,                0.87299,                0.50458,                 3.0455,                 1.8212,                 2.9383,              0.0010371,              0.0010371,              0.0010371
                    279,                 3.0134,                 1.6897,                 2.5825,                0.91554,                0.68218,                0.87299,                0.50458,                 3.0455,                 1.8212,                 2.9383,              0.0010357,              0.0010357,              0.0010357
                    280,                 2.8924,                 2.2095,                 3.4434,                0.77899,                0.81479,                0.88568,                0.51308,                 2.9639,                 1.7947,                 2.9497,              0.0010343,              0.0010343,              0.0010343
                    281,                 3.4293,                 2.0284,                 3.0805,                0.77899,                0.81479,                0.88568,                0.51308,                 2.9639,                 1.7947,                 2.9497,              0.0010329,              0.0010329,              0.0010329
                    282,                  3.067,                 1.7216,                 2.5338,                0.77899,                0.81479,                0.88568,                0.51308,                 2.9639,                 1.7947,                 2.9497,              0.0010315,              0.0010315,              0.0010315
                    283,                 3.4183,                 1.6691,                 2.5241,                0.77899,                0.81479,                0.88568,                0.51308,                 2.9639,                 1.7947,                 2.9497,              0.0010301,              0.0010301,              0.0010301
                    284,                 3.2114,                 1.7865,                 2.9314,                0.83939,                0.72113,                0.87033,                0.49448,                 3.0808,                 1.8415,                 3.0026,              0.0010286,              0.0010286,              0.0010286
                    285,                 3.1681,                 1.6975,                 2.6162,                0.83939,                0.72113,                0.87033,                0.49448,                 3.0808,                 1.8415,                 3.0026,              0.0010272,              0.0010272,              0.0010272
                    286,                 3.3939,                 2.1667,                 2.9298,                0.83939,                0.72113,                0.87033,                0.49448,                 3.0808,                 1.8415,                 3.0026,              0.0010258,              0.0010258,              0.0010258
                    287,                 3.2266,                 1.9612,                 2.8418,                0.83939,                0.72113,                0.87033,                0.49448,                 3.0808,                 1.8415,                 3.0026,              0.0010244,              0.0010244,              0.0010244
